Frame,FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0,RightHand,2,075686,1,316256,0,04671276,0,5000004,-0,4999996,0,4999995,0,5000005
0,RightFinger1Metacarpal,2,094993,1,315299,0,07258805,0,5609855,-0,7010574,0,4304589,0,09229841
0,RightFinger1Proximal,2,126857,1,315299,0,09098422,0,6532807,-0,6532812,0,2705976,0,2706009
0,RightFinger1Distal,2,154783,1,315299,0,09098426,0,6532806,-0,6532813,0,2705978,0,2706008
0,RightFinger1Tip,2,186686,1,315299,0,09098452,0,6532814,-0,6532806,0,2705994,0,270599
0,RightFinger2Metacarpal,2,100267,1,315299,0,06161068,0,4545193,-0,5416756,0,5416745,0,4545203
0,RightFinger2Proximal,2,150665,1,315299,0,07049691,0,4999997,-0,4999993,0,4999998,0,5000011
0,RightFinger2Medial,2,193203,1,315299,0,07049682,0,4999998,-0,4999993,0,4999998,0,5000011
0,RightFinger2Distal,2,219373,1,315299,0,07049676,0,4999998,-0,4999992,0,4999999,0,5000011
0,RightFinger2Tip,2,24502,1,315299,0,07049659,0,4999998,-0,499999,0,5,0,5000012
0,RightFinger3Metacarpal,2,101399,1,315299,0,05177402,0,4999996,-0,5000002,0,4999993,0,5000008
0,RightFinger3Proximal,2,151247,1,315299,0,05177372,0,4999997,-0,4999995,0,4999998,0,500001
0,RightFinger3Medial,2,194916,1,315299,0,05177366,0,4999998,-0,4999994,0,4999998,0,500001
0,RightFinger3Distal,2,223719,1,315299,0,0517736,0,4999998,-0,4999994,0,4999998,0,500001
0,RightFinger3Tip,2,251577,1,315299,0,0517734,0,5000001,-0,4999992,0,5,0,5000008
0,RightFinger4Metacarpal,2,101172,1,315299,0,04162525,0,5416749,-0,4545196,0,4545187,0,541676
0,RightFinger4Proximal,2,148184,1,315299,0,03333536,0,4999997,-0,4999994,0,4999998,0,5000011
0,RightFinger4Medial,2,188973,1,315299,0,03333534,0,4999997,-0,4999993,0,4999998,0,5000011
0,RightFinger4Distal,2,215278,1,315299,0,03333527,0,4999997,-0,4999993,0,4999999,0,5000011
0,RightFinger4Tip,2,24089,1,315299,0,03333525,0,4999998,-0,4999992,0,5,0,500001
0,RightFinger5Metacarpal,2,098801,1,315299,0,03289076,0,5792273,-0,4055799,0,405579,0,5792292
0,RightFinger5Proximal,2,140859,1,315299,0,0175824,0,4999998,-0,4999994,0,4999998,0,5000011
0,RightFinger5Medial,2,173865,1,315299,0,01758235,0,4999999,-0,4999994,0,4999998,0,5000011
0,RightFinger5Distal,2,194611,1,315299,0,01758227,0,5,-0,4999993,0,4999998,0,500001
0,RightFinger5Tip,2,215743,1,315299,0,01758209,0,5,-0,4999993,0,4999998,0,500001
10,RightHand,1,611816,1,087184,0,2764163,-0,03901418,-0,3823222,0,8914325,0,2401176
10,RightFinger1Metacarpal,1,59645,1,109835,0,2935635,0,2055069,-0,6400663,0,699481,-0,2425052
10,RightFinger1Proximal,1,593647,1,112154,0,330176,-0,3161542,0,6935436,-0,6360971,0,1201032
10,RightFinger1Distal,1,601627,1,112409,0,3569367,0,3370761,-0,7015722,0,620753,-0,09403533
10,RightFinger1Tip,1,612991,1,112343,0,3867471,0,337076,-0,7015705,0,6207547,-0,0940363
10,RightFinger2Metacarpal,1,608229,1,107932,0,2960054,0,07218757,0,3774679,-0,9089677,-0,1615088
10,RightFinger2Proximal,1,620466,1,141855,0,3323164,0,07162145,0,7205434,-0,6504453,-0,2293667
10,RightFinger2Medial,1,628768,1,135747,0,3735864,-0,1587099,-0,922792,0,3011932,0,1804147
10,RightFinger2Distal,1,623947,1,115644,0,3896324,0,2021937,0,9700384,-0,03589165,-0,129829
10,RightFinger2Tip,1,614125,1,09216,0,392765,0,2021937,0,9700384,-0,03589171,-0,1298293
10,RightFinger3Metacarpal,1,617352,1,104098,0,2956763,-0,03901429,-0,3823229,0,8914321,0,2401174
10,RightFinger3Proximal,1,637205,1,133626,0,330588,0,08799899,0,7313069,-0,6344391,-0,2343787
10,RightFinger3Medial,1,644571,1,125787,0,3729121,-0,1935237,-0,9506959,0,1830335,0,1588248
10,RightFinger3Distal,1,635647,1,101071,0,3847066,0,2363084,0,9557124,0,1547183,-0,08267181
10,RightFinger3Tip,1,622352,1,077659,0,3775567,0,2363085,0,9557126,0,154718,-0,0826718
10,RightFinger4Metacarpal,1,626209,1,099316,0,2943598,-0,00554488,-0,3842683,0,8671129,0,3168957
10,RightFinger4Proximal,1,652241,1,123368,0,3263401,0,1379123,0,7300686,-0,6299396,-0,2261784
10,RightFinger4Medial,1,65565,1,116502,0,3664022,-0,2287223,-0,9415591,0,208065,0,1336489
10,RightFinger4Distal,1,645783,1,095227,0,3783174,0,2597184,0,9581149,0,1088155,-0,05217222
10,RightFinger4Tip,1,632746,1,073677,0,3736713,0,2597184,0,9581149,0,1088153,-0,05217226
10,RightFinger5Metacarpal,1,632966,1,093913,0,2917034,0,02796679,-0,3832895,0,8361938,0,391264
10,RightFinger5Proximal,1,663213,1,111816,0,3194139,0,168884,0,7293752,-0,6267191,-0,2161341
10,RightFinger5Medial,1,664023,1,10662,0,3519973,-0,2179814,-0,8639796,0,4222615,0,166491
