Frame,FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
0,RightFinger1Metacarpal,2.0950,1.3153,0.0726,0.5610,-0.7011,0.4305,0.0923
10,RightFinger1Metacarpal,1.6997,1.2859,0.1438,0.6372,-0.3220,0.6979,-0.0569
20,RightFinger1Metacarpal,1.7000,1.2857,0.1438,0.6372,-0.3246,0.6968,-0.0563
30,RightFinger1Metacarpal,1.7003,1.2856,0.1439,0.6366,-0.3288,0.6953,-0.0563
40,RightFinger1Metacarpal,1.7007,1.2854,0.1440,0.6363,-0.3329,0.6936,-0.0566
50,RightFinger1Metacarpal,1.7010,1.2852,0.1441,0.6361,-0.3342,0.6930,-0.0581
60,RightFinger1Metacarpal,1.7013,1.2850,0.1441,0.6374,-0.3379,0.6901,-0.0568
70,RightFinger1Metacarpal,1.7014,1.2849,0.1441,0.6382,-0.3366,0.6901,-0.0562
80,RightFinger1Metacarpal,1.7016,1.2847,0.1441,0.6388,-0.3386,0.6885,-0.0571
90,RightFinger1Metacarpal,1.7018,1.2847,0.1441,0.6389,-0.3418,0.6869,-0.0568
100,RightFinger1Metacarpal,1.7019,1.2847,0.1440,0.6384,-0.3408,0.6878,-0.0566
110,RightFinger1Metacarpal,1.7020,1.2848,0.1440,0.6386,-0.3414,0.6875,-0.0554
120,RightFinger1Metacarpal,1.7020,1.2848,0.1439,0.6386,-0.3409,0.6877,-0.0554
130,RightFinger1Metacarpal,1.7020,1.2849,0.1438,0.6387,-0.3400,0.6881,-0.0553
140,RightFinger1Metacarpal,1.7021,1.2849,0.1438,0.6381,-0.3394,0.6888,-0.0557
150,RightFinger1Metacarpal,1.7021,1.2850,0.1438,0.6370,-0.3400,0.6895,-0.0569
160,RightFinger1Metacarpal,1.7022,1.2850,0.1439,0.6373,-0.3421,0.6883,-0.0555
170,RightFinger1Metacarpal,1.7022,1.2851,0.1439,0.6370,-0.3403,0.6894,-0.0563
180,RightFinger1Metacarpal,1.7023,1.2851,0.1439,0.6370,-0.3414,0.6888,-0.0567
190,RightFinger1Metacarpal,1.7024,1.2852,0.1439,0.6368,-0.3418,0.6888,-0.0568
200,RightFinger1Metacarpal,1.7024,1.2852,0.1439,0.6361,-0.3398,0.6904,-0.0566
210,RightFinger1Metacarpal,1.7025,1.2852,0.1439,0.6366,-0.3432,0.6886,-0.0531
220,RightFinger1Metacarpal,1.7027,1.2853,0.1440,0.6354,-0.3399,0.6911,-0.0558
230,RightFinger1Metacarpal,1.7028,1.2852,0.1440,0.6353,-0.3425,0.6901,-0.0534
240,RightFinger1Metacarpal,1.7030,1.2852,0.1440,0.6346,-0.3422,0.6909,-0.0544
250,RightFinger1Metacarpal,1.7032,1.2852,0.1440,0.6344,-0.3445,0.6900,-0.0533
260,RightFinger1Metacarpal,1.7034,1.2851,0.1441,0.6340,-0.3442,0.6904,-0.0538
270,RightFinger1Metacarpal,1.7035,1.2850,0.1442,0.6341,-0.3468,0.6890,-0.0537
280,RightFinger1Metacarpal,1.7035,1.2850,0.1443,0.6336,-0.3468,0.6892,-0.0563
290,RightFinger1Metacarpal,1.7034,1.2849,0.1446,0.6336,-0.3483,0.6886,-0.0551
300,RightFinger1Metacarpal,1.7032,1.2849,0.1449,0.6318,-0.3455,0.6916,-0.0560
310,RightFinger1Metacarpal,1.7030,1.2849,0.1451,0.6304,-0.3464,0.6921,-0.0602
320,RightFinger1Metacarpal,1.7023,1.2849,0.1456,0.6244,-0.3476,0.6937,-0.0895
330,RightFinger1Metacarpal,1.7006,1.2859,0.1461,0.5946,-0.3608,0.7012,-0.1569
340,RightFinger1Metacarpal,1.6992,1.2879,0.1465,0.4876,-0.4652,0.7001,-0.2358
350,RightFinger1Metacarpal,1.6928,1.2854,0.1610,0.3176,-0.6182,0.6502,-0.3068
360,RightFinger1Metacarpal,1.6847,1.2780,0.1760,0.1677,-0.7050,0.5735,-0.3822
370,RightFinger1Metacarpal,1.6785,1.2703,0.1884,0.0675,-0.7308,0.5253,-0.4306
380,RightFinger1Metacarpal,1.6773,1.2640,0.1959,0.0203,-0.7423,0.4986,-0.4471
390,RightFinger1Metacarpal,1.6772,1.2592,0.2008,-0.0046,-0.7444,0.4851,-0.4588
400,RightFinger1Metacarpal,1.6784,1.2538,0.2053,-0.0127,-0.7465,0.4740,-0.4668
410,RightFinger1Metacarpal,1.6796,1.2497,0.2091,-0.0199,-0.7464,0.4715,-0.4692
420,RightFinger1Metacarpal,1.6814,1.2438,0.2150,-0.0333,-0.7453,0.4763,-0.4653
430,RightFinger1Metacarpal,1.6834,1.2377,0.2205,-0.0418,-0.7438,0.4824,-0.4607
440,RightFinger1Metacarpal,1.6849,1.2337,0.2226,-0.0354,-0.7474,0.4793,-0.4587
450,RightFinger1Metacarpal,1.6855,1.2322,0.2228,-0.0304,-0.7478,0.4799,-0.4577
460,RightFinger1Metacarpal,1.6859,1.2326,0.2220,-0.0236,-0.7463,0.4850,-0.4553
470,RightFinger1Metacarpal,1.6858,1.2344,0.2204,-0.0138,-0.7406,0.4974,-0.4516
480,RightFinger1Metacarpal,1.6854,1.2357,0.2196,-0.0078,-0.7368,0.5031,-0.4516
490,RightFinger1Metacarpal,1.6849,1.2370,0.2189,0.0003,-0.7351,0.5050,-0.4524
500,RightFinger1Metacarpal,1.6843,1.2383,0.2183,0.0041,-0.7299,0.5110,-0.4540
510,RightFinger1Metacarpal,1.6838,1.2396,0.2178,0.0103,-0.7254,0.5181,-0.4530
520,RightFinger1Metacarpal,1.6836,1.2404,0.2176,0.0143,-0.7220,0.5235,-0.4522
530,RightFinger1Metacarpal,1.6835,1.2412,0.2175,0.0200,-0.7158,0.5324,-0.4514
540,RightFinger1Metacarpal,1.6836,1.2422,0.2173,0.0304,-0.7066,0.5467,-0.4481
550,RightFinger1Metacarpal,1.6838,1.2433,0.2170,0.0439,-0.6956,0.5643,-0.4425
560,RightFinger1Metacarpal,1.6842,1.2451,0.2161,0.0616,-0.6796,0.5899,-0.4316
570,RightFinger1Metacarpal,1.6852,1.2470,0.2147,0.0814,-0.6673,0.6100,-0.4195
580,RightFinger1Metacarpal,1.6888,1.2516,0.2097,0.1386,-0.6425,0.6483,-0.3842
590,RightFinger1Metacarpal,1.6922,1.2544,0.2053,0.1745,-0.6257,0.6714,-0.3567
600,RightFinger1Metacarpal,1.6964,1.2594,0.1970,0.2311,-0.6017,0.6955,-0.3175
610,RightFinger1Metacarpal,1.6988,1.2708,0.1786,0.3650,-0.5394,0.7156,-0.2524
620,RightFinger1Metacarpal,1.6979,1.2785,0.1661,0.4729,-0.4851,0.7068,-0.2036
630,RightFinger1Metacarpal,1.6944,1.2863,0.1537,0.5897,-0.4100,0.6789,-0.1524
640,RightFinger1Metacarpal,1.6897,1.2923,0.1448,0.6575,-0.3542,0.6562,-0.1082
650,RightFinger1Metacarpal,1.6918,1.2925,0.1386,0.6903,-0.3282,0.6388,-0.0880
660,RightFinger1Metacarpal,1.7021,1.2849,0.1413,0.7036,-0.3427,0.6184,-0.0711
670,RightFinger1Metacarpal,1.7129,1.2757,0.1467,0.6882,-0.3819,0.6139,-0.0602
680,RightFinger1Metacarpal,1.7149,1.2751,0.1455,0.6958,-0.3839,0.6049,-0.0512
690,RightFinger1Metacarpal,1.7144,1.2766,0.1433,0.7034,-0.3811,0.5980,-0.0487
700,RightFinger1Metacarpal,1.7158,1.2768,0.1406,0.7100,-0.3917,0.5829,-0.0524
710,RightFinger1Metacarpal,1.7173,1.2766,0.1391,0.7160,-0.3992,0.5703,-0.0523
720,RightFinger1Metacarpal,1.7172,1.2766,0.1390,0.7178,-0.4046,0.5643,-0.0516
730,RightFinger1Metacarpal,1.7167,1.2769,0.1387,0.7176,-0.4027,0.5658,-0.0513
740,RightFinger1Metacarpal,1.7165,1.2772,0.1385,0.7179,-0.4059,0.5636,-0.0470
750,RightFinger1Metacarpal,1.7163,1.2772,0.1382,0.7188,-0.4051,0.5631,-0.0464
760,RightFinger1Metacarpal,1.7162,1.2771,0.1379,0.7209,-0.4056,0.5601,-0.0455
770,RightFinger1Metacarpal,1.7163,1.2771,0.1377,0.7215,-0.4029,0.5612,-0.0461
780,RightFinger1Metacarpal,1.7169,1.2767,0.1376,0.7223,-0.4074,0.5568,-0.0465
790,RightFinger1Metacarpal,1.7178,1.2763,0.1377,0.7224,-0.4093,0.5555,-0.0454
800,RightFinger1Metacarpal,1.7188,1.2759,0.1377,0.7244,-0.4134,0.5504,-0.0393
810,RightFinger1Metacarpal,1.7198,1.2758,0.1375,0.7261,-0.4152,0.5466,-0.0403
820,RightFinger1Metacarpal,1.7202,1.2761,0.1372,0.7292,-0.4166,0.5417,-0.0353
830,RightFinger1Metacarpal,1.7198,1.2769,0.1366,0.7313,-0.4147,0.5403,-0.0358
840,RightFinger1Metacarpal,1.7192,1.2776,0.1361,0.7331,-0.4145,0.5380,-0.0372
850,RightFinger1Metacarpal,1.7186,1.2784,0.1358,0.7348,-0.4123,0.5370,-0.0417
860,RightFinger1Metacarpal,1.7179,1.2791,0.1356,0.7369,-0.4107,0.5354,-0.0407
870,RightFinger1Metacarpal,1.7171,1.2798,0.1353,0.7377,-0.4083,0.5361,-0.0406
880,RightFinger1Metacarpal,1.7164,1.2806,0.1350,0.7372,-0.4081,0.5370,-0.0403
890,RightFinger1Metacarpal,1.7157,1.2813,0.1348,0.7360,-0.4053,0.5406,-0.0417
900,RightFinger1Metacarpal,1.7151,1.2818,0.1346,0.7355,-0.4036,0.5428,-0.0397
910,RightFinger1Metacarpal,1.7148,1.2822,0.1346,0.7344,-0.4008,0.5463,-0.0397
920,RightFinger1Metacarpal,1.7146,1.2823,0.1347,0.7331,-0.4003,0.5485,-0.0375
930,RightFinger1Metacarpal,1.7146,1.2823,0.1349,0.7312,-0.4006,0.5507,-0.0403
940,RightFinger1Metacarpal,1.7147,1.2822,0.1352,0.7300,-0.4004,0.5527,-0.0370
950,RightFinger1Metacarpal,1.7148,1.2820,0.1355,0.7284,-0.4004,0.5547,-0.0379
960,RightFinger1Metacarpal,1.7150,1.2818,0.1358,0.7272,-0.4025,0.5548,-0.0378
970,RightFinger1Metacarpal,1.7152,1.2816,0.1361,0.7261,-0.4025,0.5562,-0.0368
980,RightFinger1Metacarpal,1.7154,1.2815,0.1361,0.7255,-0.4031,0.5568,-0.0336
990,RightFinger1Metacarpal,1.7155,1.2815,0.1361,0.7246,-0.4003,0.5600,-0.0344
1000,RightFinger1Metacarpal,1.7156,1.2816,0.1361,0.7229,-0.4031,0.5602,-0.0335
1010,RightFinger1Metacarpal,1.7155,1.2817,0.1361,0.7241,-0.4000,0.5609,-0.0321
1020,RightFinger1Metacarpal,1.7155,1.2818,0.1361,0.7247,-0.4035,0.5577,-0.0319
1030,RightFinger1Metacarpal,1.7158,1.2817,0.1362,0.7246,-0.4059,0.5560,-0.0332
1040,RightFinger1Metacarpal,1.7161,1.2816,0.1362,0.7242,-0.4082,0.5548,-0.0335
1050,RightFinger1Metacarpal,1.7164,1.2814,0.1362,0.7241,-0.4082,0.5549,-0.0331
1060,RightFinger1Metacarpal,1.7167,1.2813,0.1362,0.7238,-0.4091,0.5546,-0.0331
1070,RightFinger1Metacarpal,1.7170,1.2811,0.1362,0.7235,-0.4088,0.5553,-0.0330
1080,RightFinger1Metacarpal,1.7172,1.2810,0.1363,0.7234,-0.4098,0.5548,-0.0315
1090,RightFinger1Metacarpal,1.7174,1.2809,0.1364,0.7232,-0.4113,0.5540,-0.0300
1100,RightFinger1Metacarpal,1.7175,1.2809,0.1364,0.7227,-0.4114,0.5545,-0.0308
1110,RightFinger1Metacarpal,1.7175,1.2809,0.1366,0.7221,-0.4116,0.5551,-0.0312
1120,RightFinger1Metacarpal,1.7175,1.2808,0.1368,0.7213,-0.4124,0.5555,-0.0330
1130,RightFinger1Metacarpal,1.7176,1.2807,0.1369,0.7209,-0.4124,0.5561,-0.0319
1140,RightFinger1Metacarpal,1.7177,1.2805,0.1372,0.7198,-0.4131,0.5569,-0.0326
1150,RightFinger1Metacarpal,1.7172,1.2795,0.1389,0.6906,-0.4225,0.5777,-0.1045
1160,RightFinger1Metacarpal,1.7148,1.2800,0.1406,0.6415,-0.4365,0.6054,-0.1775
1170,RightFinger1Metacarpal,1.7150,1.2793,0.1427,0.6023,-0.4675,0.6178,-0.1926
1180,RightFinger1Metacarpal,1.7159,1.2783,0.1456,0.5641,-0.4994,0.6246,-0.2056
1190,RightFinger1Metacarpal,1.7153,1.2761,0.1534,0.4794,-0.5836,0.6160,-0.2239
1200,RightFinger1Metacarpal,1.7141,1.2731,0.1616,0.3864,-0.6486,0.6079,-0.2459
1210,RightFinger1Metacarpal,1.7105,1.2670,0.1733,0.2646,-0.7175,0.5787,-0.2834
1220,RightFinger1Metacarpal,1.7039,1.2609,0.1843,0.1660,-0.7534,0.5424,-0.3325
1230,RightFinger1Metacarpal,1.6980,1.2554,0.1931,0.0923,-0.7683,0.5085,-0.3777
1240,RightFinger1Metacarpal,1.6956,1.2522,0.1974,0.0540,-0.7709,0.4936,-0.3989
1250,RightFinger1Metacarpal,1.6939,1.2499,0.2005,0.0312,-0.7650,0.4919,-0.4145
1260,RightFinger1Metacarpal,1.6926,1.2485,0.2026,0.0130,-0.7565,0.4913,-0.4316
1270,RightFinger1Metacarpal,1.6919,1.2483,0.2031,-0.0008,-0.7487,0.4911,-0.4453
1280,RightFinger1Metacarpal,1.6911,1.2478,0.2039,-0.0170,-0.7455,0.4880,-0.4536
1290,RightFinger1Metacarpal,1.6907,1.2466,0.2052,-0.0212,-0.7511,0.4807,-0.4520
1300,RightFinger1Metacarpal,1.6908,1.2460,0.2055,-0.0100,-0.7582,0.4733,-0.4484
1310,RightFinger1Metacarpal,1.6910,1.2460,0.2051,0.0069,-0.7635,0.4685,-0.4445
1320,RightFinger1Metacarpal,1.6909,1.2464,0.2046,0.0153,-0.7661,0.4654,-0.4430
1330,RightFinger1Metacarpal,1.6908,1.2468,0.2043,0.0175,-0.7652,0.4694,-0.4402
1340,RightFinger1Metacarpal,1.6909,1.2468,0.2043,0.0188,-0.7668,0.4658,-0.4412
1350,RightFinger1Metacarpal,1.6911,1.2468,0.2043,0.0198,-0.7667,0.4687,-0.4383
1360,RightFinger1Metacarpal,1.6913,1.2468,0.2043,0.0226,-0.7691,0.4646,-0.4383
1370,RightFinger1Metacarpal,1.6916,1.2470,0.2040,0.0254,-0.7691,0.4663,-0.4363
1380,RightFinger1Metacarpal,1.6919,1.2478,0.2032,0.0320,-0.7699,0.4675,-0.4333
1390,RightFinger1Metacarpal,1.6922,1.2491,0.2023,0.0415,-0.7702,0.4696,-0.4296
1400,RightFinger1Metacarpal,1.6934,1.2519,0.2003,0.0725,-0.7645,0.4872,-0.4158
1410,RightFinger1Metacarpal,1.6970,1.2573,0.1956,0.1473,-0.7458,0.5269,-0.3801
1420,RightFinger1Metacarpal,1.7019,1.2643,0.1866,0.2466,-0.7027,0.5815,-0.3276
1430,RightFinger1Metacarpal,1.7052,1.2744,0.1696,0.3902,-0.6274,0.6191,-0.2662
1440,RightFinger1Metacarpal,1.7043,1.2805,0.1586,0.4965,-0.5525,0.6311,-0.2235
1450,RightFinger1Metacarpal,1.7022,1.2851,0.1492,0.5844,-0.4800,0.6297,-0.1772
1460,RightFinger1Metacarpal,1.6994,1.2883,0.1432,0.6367,-0.4277,0.6251,-0.1445
1470,RightFinger1Metacarpal,1.6971,1.2903,0.1391,0.6708,-0.3880,0.6209,-0.1180
1480,RightFinger1Metacarpal,1.6969,1.2901,0.1370,0.6925,-0.3579,0.6183,-0.1002
1490,RightFinger1Metacarpal,1.6986,1.2886,0.1368,0.6970,-0.3507,0.6185,-0.0927
1500,RightFinger1Metacarpal,1.7011,1.2869,0.1374,0.6947,-0.3589,0.6175,-0.0853
1510,RightFinger1Metacarpal,1.7031,1.2856,0.1377,0.6920,-0.3617,0.6197,-0.0797
1520,RightFinger1Metacarpal,1.7044,1.2847,0.1378,0.6907,-0.3670,0.6184,-0.0760
1530,RightFinger1Metacarpal,1.7051,1.2843,0.1375,0.6899,-0.3685,0.6185,-0.0752
1540,RightFinger1Metacarpal,1.7056,1.2841,0.1374,0.6935,-0.3700,0.6137,-0.0737
1550,RightFinger1Metacarpal,1.7061,1.2839,0.1373,0.6972,-0.3688,0.6106,-0.0717
1560,RightFinger1Metacarpal,1.7064,1.2838,0.1373,0.6980,-0.3685,0.6103,-0.0675
1570,RightFinger1Metacarpal,1.7064,1.2837,0.1375,0.6977,-0.3675,0.6113,-0.0669
1580,RightFinger1Metacarpal,1.7063,1.2836,0.1377,0.6972,-0.3656,0.6131,-0.0661
1590,RightFinger1Metacarpal,1.7060,1.2836,0.1380,0.6956,-0.3671,0.6139,-0.0673
1600,RightFinger1Metacarpal,1.7057,1.2836,0.1384,0.6948,-0.3648,0.6160,-0.0687
1610,RightFinger1Metacarpal,1.7053,1.2838,0.1386,0.6935,-0.3658,0.6166,-0.0710
1620,RightFinger1Metacarpal,1.7048,1.2840,0.1386,0.6924,-0.3681,0.6163,-0.0728
1630,RightFinger1Metacarpal,1.7044,1.2843,0.1384,0.6940,-0.3670,0.6150,-0.0737
1640,RightFinger1Metacarpal,1.7038,1.2849,0.1378,0.6987,-0.3647,0.6109,-0.0755
1650,RightFinger1Metacarpal,1.7020,1.2866,0.1369,0.7026,-0.3615,0.6078,-0.0793
1660,RightFinger1Metacarpal,1.6996,1.2889,0.1359,0.7078,-0.3591,0.6031,-0.0798
1670,RightFinger1Metacarpal,1.6974,1.2912,0.1345,0.7160,-0.3469,0.6003,-0.0817
1680,RightFinger1Metacarpal,1.7003,1.2905,0.1345,0.7203,-0.3487,0.5941,-0.0811
1690,RightFinger1Metacarpal,1.7085,1.2872,0.1363,0.7120,-0.3784,0.5873,-0.0703
1700,RightFinger1Metacarpal,1.7110,1.2864,0.1377,0.7070,-0.3843,0.5904,-0.0623
1710,RightFinger1Metacarpal,1.7099,1.2867,0.1385,0.7034,-0.3758,0.6003,-0.0605
1720,RightFinger1Metacarpal,1.7094,1.2866,0.1389,0.7008,-0.3746,0.6038,-0.0635
1730,RightFinger1Metacarpal,1.7093,1.2861,0.1393,0.7016,-0.3774,0.6011,-0.0631
1740,RightFinger1Metacarpal,1.7093,1.2852,0.1397,0.7032,-0.3764,0.6000,-0.0624
1750,RightFinger1Metacarpal,1.7091,1.2847,0.1398,0.7047,-0.3794,0.5969,-0.0569
1760,RightFinger1Metacarpal,1.7088,1.2845,0.1395,0.7045,-0.3801,0.5965,-0.0582
1770,RightFinger1Metacarpal,1.7088,1.2843,0.1394,0.7065,-0.3803,0.5942,-0.0558
1780,RightFinger1Metacarpal,1.7091,1.2843,0.1392,0.7082,-0.3797,0.5924,-0.0573
1790,RightFinger1Metacarpal,1.7096,1.2841,0.1391,0.7104,-0.3789,0.5905,-0.0559
1800,RightFinger1Metacarpal,1.7102,1.2838,0.1390,0.7106,-0.3783,0.5907,-0.0555
1810,RightFinger1Metacarpal,1.7110,1.2834,0.1390,0.7112,-0.3814,0.5879,-0.0559
1820,RightFinger1Metacarpal,1.7116,1.2829,0.1390,0.7112,-0.3815,0.5879,-0.0559
1830,RightFinger1Metacarpal,1.7124,1.2824,0.1392,0.7101,-0.3833,0.5879,-0.0570
1840,RightFinger1Metacarpal,1.7132,1.2818,0.1396,0.7093,-0.3842,0.5885,-0.0555
1850,RightFinger1Metacarpal,1.7137,1.2812,0.1400,0.7075,-0.3850,0.5899,-0.0562
1860,RightFinger1Metacarpal,1.7145,1.2805,0.1406,0.7063,-0.3895,0.5886,-0.0541
1870,RightFinger1Metacarpal,1.7151,1.2800,0.1410,0.7047,-0.3912,0.5893,-0.0555
1880,RightFinger1Metacarpal,1.7156,1.2795,0.1415,0.7040,-0.3940,0.5884,-0.0547
1890,RightFinger1Metacarpal,1.7162,1.2791,0.1419,0.7034,-0.3960,0.5877,-0.0553
1900,RightFinger1Metacarpal,1.7165,1.2788,0.1421,0.7032,-0.3976,0.5869,-0.0537
1910,RightFinger1Metacarpal,1.7168,1.2786,0.1423,0.7022,-0.3977,0.5882,-0.0530
1920,RightFinger1Metacarpal,1.7171,1.2784,0.1423,0.7010,-0.3993,0.5885,-0.0531
1930,RightFinger1Metacarpal,1.7175,1.2779,0.1425,0.6998,-0.3991,0.5901,-0.0528
1940,RightFinger1Metacarpal,1.7182,1.2774,0.1427,0.6987,-0.3995,0.5911,-0.0532
1950,RightFinger1Metacarpal,1.7188,1.2767,0.1430,0.6980,-0.4029,0.5896,-0.0524
1960,RightFinger1Metacarpal,1.7195,1.2761,0.1432,0.6971,-0.4054,0.5890,-0.0532
1970,RightFinger1Metacarpal,1.7200,1.2757,0.1434,0.6967,-0.4076,0.5880,-0.0518
1980,RightFinger1Metacarpal,1.7205,1.2753,0.1435,0.6950,-0.4076,0.5897,-0.0550
1990,RightFinger1Metacarpal,1.7208,1.2750,0.1436,0.6945,-0.4095,0.5892,-0.0530
2000,RightFinger1Metacarpal,1.7211,1.2749,0.1436,0.6938,-0.4098,0.5899,-0.0524
2010,RightFinger1Metacarpal,1.7213,1.2747,0.1437,0.6929,-0.4100,0.5908,-0.0528
2020,RightFinger1Metacarpal,1.7216,1.2746,0.1437,0.6920,-0.4119,0.5904,-0.0534
2030,RightFinger1Metacarpal,1.7217,1.2745,0.1438,0.6912,-0.4126,0.5910,-0.0521
2040,RightFinger1Metacarpal,1.7219,1.2744,0.1439,0.6909,-0.4130,0.5912,-0.0512
2050,RightFinger1Metacarpal,1.7220,1.2743,0.1440,0.6906,-0.4137,0.5910,-0.0508
2060,RightFinger1Metacarpal,1.7221,1.2743,0.1441,0.6901,-0.4147,0.5910,-0.0507
2070,RightFinger1Metacarpal,1.7222,1.2741,0.1443,0.6889,-0.4146,0.5923,-0.0515
2080,RightFinger1Metacarpal,1.7223,1.2741,0.1444,0.6876,-0.4158,0.5929,-0.0518
2090,RightFinger1Metacarpal,1.7222,1.2740,0.1446,0.6864,-0.4150,0.5947,-0.0540
2100,RightFinger1Metacarpal,1.7221,1.2741,0.1447,0.6853,-0.4145,0.5963,-0.0544
2110,RightFinger1Metacarpal,1.7219,1.2741,0.1448,0.6842,-0.4143,0.5976,-0.0552
2120,RightFinger1Metacarpal,1.7218,1.2742,0.1450,0.6833,-0.4148,0.5983,-0.0548
2130,RightFinger1Metacarpal,1.7217,1.2742,0.1451,0.6826,-0.4141,0.5997,-0.0544
2140,RightFinger1Metacarpal,1.7216,1.2743,0.1452,0.6826,-0.4148,0.5994,-0.0515
