Frame,FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
1,RightFinger1Metacarpal,0,01930737,-0,0009565353,0,02587529,0,09904467,-0,3696427,0,239117,0,8923998
1,RightFinger2Metacarpal,0,02458119,-0,0009570122,0,01489792,-9,998465E-07,-1,081485E-07,0,08715618,0,9961947
1,RightFinger3Metacarpal,0,02571321,-0,0009567738,0,005061258,-9,834768E-07,8,940605E-08,4,768371E-07,1
1,RightFinger4Metacarpal,0,02548623,-0,0009567738,-0,005087513,-9,674469E-07,1,082601E-07,-0,08715542,0,9961947
1,RightFinger5Metacarpal,0,02311563,-0,0009566545,-0,013822,-1,3839E-06,5,295284E-07,-0,1736479,0,9848078
2,RightFinger1Metacarpal,0,01930737,-0,0009565353,0,02587529,0,09904467,-0,3696427,0,239117,0,8923998
2,RightFinger2Metacarpal,0,02458119,-0,0009570122,0,01489792,-9,998465E-07,-1,081485E-07,0,08715618,0,9961947
2,RightFinger3Metacarpal,0,02571321,-0,0009567738,0,005061258,-9,834768E-07,8,940605E-08,4,768371E-07,1
2,RightFinger4Metacarpal,0,02548623,-0,0009567738,-0,005087513,-9,674469E-07,1,082601E-07,-0,08715542,0,9961947
2,RightFinger5Metacarpal,0,02311563,-0,0009566545,-0,013822,-1,3839E-06,5,295284E-07,-0,1736479,0,9848078
3,RightFinger1Metacarpal,-0,0157913,0,02384901,0,01500264,-0,2579846,-0,4548375,0,283868,0,8037329
3,RightFinger2Metacarpal,-0,004299283,0,02168,0,01840055,1,072567E-06,5,537619E-07,-0,08715721,-0,9961951
3,RightFinger3Metacarpal,0,004684091,0,01754785,0,0189164,-8,396113E-07,-1,799265E-07,2,311375E-07,1,000001
3,RightFinger4Metacarpal,0,01344204,0,0124346,0,01846704,-7,380441E-07,-1,611367E-07,-0,08715414,0,9961952
3,RightFinger5Metacarpal,0,0201838,0,00670898,0,0165498,-1,050266E-06,2,797164E-07,-0,1736465,0,9848087
4,RightFinger1Metacarpal,-0,01590037,0,02334929,0,01565915,-0,2596989,-0,455532,0,2821966,0,8033764
4,RightFinger2Metacarpal,-0,004261851,0,02143633,0,01869267,1,079586E-06,4,795713E-07,-0,08715724,-0,9961956
4,RightFinger3Metacarpal,0,004830003,0,01752031,0,01890528,-8,828274E-07,-1,125826E-07,1,363337E-07,1,000001
4,RightFinger4Metacarpal,0,01369083,0,01262498,0,0181523,-6,606742E-07,-6,071325E-08,-0,08715408,0,9961957
4,RightFinger5Metacarpal,0,02050769,0,007079124,0,0159879,-9,981021E-07,5,142631E-07,-0,1736467,0,984809
5,RightFinger1Metacarpal,-0,01554668,0,02297008,0,01654986,-0,26092,-0,4560173,0,2811914,0,8030575
5,RightFinger2Metacarpal,-0,003844023,0,02099144,0,01927897,1,262563E-06,5,667176E-07,-0,08715709,-0,9961952
5,RightFinger3Metacarpal,0,005249858,0,0170753,0,01919833,-8,939912E-07,-2,0327E-07,1,897609E-07,1,000001
5,RightFinger4Metacarpal,0,01409149,0,0122025,0,01813471,-8,621445E-07,-1,272705E-07,-0,08715409,0,9961954
5,RightFinger5Metacarpal,0,02085805,0,006711483,0,01569059,-1,082784E-06,3,312464E-07,-0,1736466,0,9848088
6,RightFinger1Metacarpal,-0,01539588,0,02271724,0,01703268,-0,2627302,-0,4566986,0,2805871,0,8022912
6,RightFinger2Metacarpal,-0,003633142,0,02079356,0,01953262,1,109701E-06,5,251844E-07,-0,0871571,-0,9961953
6,RightFinger3Metacarpal,0,005483389,0,01693964,0,01925296,-8,394137E-07,-2,146437E-07,6,607669E-08,1,000001
6,RightFinger4Metacarpal,0,01433623,0,01213622,0,01798663,-8,101925E-07,-1,390852E-07,-0,08715416,0,9961954
6,RightFinger5Metacarpal,0,02109361,0,006712914,0,0153718,-1,054926E-06,3,90891E-07,-0,1736468,0,9848086
7,RightFinger1Metacarpal,-0,01528513,0,02249491,0,01742291,-0,2640964,-0,45719,0,280656,0,8015383
7,RightFinger2Metacarpal,-0,003472209,0,02063608,0,01972771,1,020204E-06,5,274781E-07,-0,0871572,-0,9961953
7,RightFinger3Metacarpal,0,005665064,0,01684761,0,01928115,-7,944141E-07,-1,310249E-07,2,158612E-07,1
7,RightFinger4Metacarpal,0,01452994,0,01211441,0,01784545,-6,762174E-07,-1,136427E-07,-0,08715413,0,9961955
7,RightFinger5Metacarpal,0,02128279,0,006755829,0,0150896,-1,043088E-06,4,213844E-07,-0,1736466,0,9848087
8,RightFinger1Metacarpal,-0,01514387,0,02223432,0,01787493,-0,2638319,-0,4570887,0,2807923,0,8016356
8,RightFinger2Metacarpal,-0,003279567,0,02044368,0,01995969,1,021882E-06,4,784904E-07,-0,08715719,-0,9961953
8,RightFinger3Metacarpal,0,005875945,0,01672673,0,01932323,-7,850009E-07,-1,323337E-07,1,611602E-07,1,000001
8,RightFinger4Metacarpal,0,01474857,0,01207149,0,01769456,-7,268181E-07,-9,21625E-08,-0,08715408,0,9961954
8,RightFinger5Metacarpal,0,02149141,0,006786227,0,01477712,-9,499131E-07,5,280206E-07,-0,1736466,0,9848089
9,RightFinger1Metacarpal,-0,01503682,0,02197552,0,01828086,-0,2626477,-0,4566461,0,2811327,0,8021572
9,RightFinger2Metacarpal,-0,003130555,0,0202539,0,02017593,1,15868E-06,4,924594E-07,-0,08715712,-0,9961953
9,RightFinger3Metacarpal,0,006040812,0,01660907,0,01937395,-7,93484E-07,-2,107696E-07,1,234795E-07,1,000001
9,RightFinger4Metacarpal,0,01492155,0,01203191,0,01757619,-7,661238E-07,-2,33875E-07,-0,08715421,0,9961953
9,RightFinger5Metacarpal,0,02165806,0,006820083,0,01451588,-9,811969E-07,3,382683E-07,-0,1736467,0,9848088
10,RightFinger1Metacarpal,-0,01498067,0,02175879,0,0185836,-0,2621953,-0,4565085,0,2804963,0,8026063
10,RightFinger2Metacarpal,-0,003051877,0,02007401,0,02036685,1,04068E-06,6,51652E-07,-0,08715723,-0,9961952
10,RightFinger3Metacarpal,0,006128192,0,01647604,0,01945981,-9,016255E-07,-1,7821E-07,5,792529E-08,1,000001
10,RightFinger4Metacarpal,0,01501346,0,01195276,0,01755172,-7,166226E-07,-2,430732E-07,-0,08715403,0,9961954
10,RightFinger5Metacarpal,0,02174711,0,006795764,0,01439357,-1,026783E-06,3,103635E-07,-0,1736466,0,9848089
11,RightFinger1Metacarpal,-0,01496542,0,02159393,0,01878721,-0,2631982,-0,4569053,0,2796843,0,8023357
11,RightFinger2Metacarpal,-0,0030303,0,01991093,0,02052951,1,008485E-06,5,24024E-07,-0,08715721,-0,9961954
11,RightFinger3Metacarpal,0,006152391,0,01633239,0,01957309,-7,772303E-07,-1,259579E-07,7,025044E-08,1,000001
11,RightFinger4Metacarpal,0,01503909,0,01183581,0,01760918,-7,139001E-07,-1,710499E-07,-0,08715419,0,9961957
11,RightFinger5Metacarpal,0,02177191,0,006712437,0,01439533,-1,019161E-06,3,606757E-07,-0,1736466,0,984809
12,RightFinger1Metacarpal,-0,01491773,0,02152264,0,01890653,-0,2648885,-0,4575419,0,2790532,0,8016356
12,RightFinger2Metacarpal,-0,002987027,0,01980138,0,02064162,9,826327E-07,6,473675E-07,-0,08715722,-0,996195
