Pooja,0,0,0,1
Pooja,0,0,0,1
Root,6,657903E-08,0,0,1
Hips,-2,384186E-07,0,0,1
LeftThigh,2,897729E-15,0,7071065,-2,897727E-15,0,7071071
LeftShin,-1,192093E-06,-2,403759E-13,-1,947072E-07,1
LeftFoot,0,5000005,0,4999994,-0,5000002,0,4999998
LeftToe,-2,528812E-07,-7,646447E-08,3,727487E-09,1
LeftToeTip,0,3,078025E-22,5,293956E-23,1
RightThigh,2,897729E-15,-0,7071065,2,897727E-15,0,7071071
RightShin,2,541099E-21,3,552714E-14,-5,612192E-15,1
RightFoot,0,5000001,-0,4999999,0,5000001,0,4999999
RightToe,-2,889967E-15,6,856899E-09,1,743569E-09,1
RightToeTip,-2,646978E-23,-5,04871E-29,-7,940934E-23,1
Spine1,6,805461E-21,-4,768372E-07,1,-6,123234E-17
Spine2,0,0,0,1
Spine3,0,0,0,1
Spine4,0,0,0,1
LeftShoulder,2,837897E-07,-2,837897E-07,0,7071068,0,7071067
LeftArm,-1,527662E-10,0,7071061,-1,78072E-08,0,7071075
LeftForeArm,-2,235182E-07,-6,705521E-07,-7,003544E-07,1
LeftHand,-2,384186E-07,2,980199E-08,3,730349E-13,1
LeftFinger1Metacarpal,0,09904519,0,369643,-0,2391168,0,8923997
LeftFinger1Proximal,-0,1830122,-8,704786E-07,0,1830128,0,9659259
LeftFinger1Distal,-3,340203E-09,-3,340263E-09,4,70031E-08,1
LeftFinger1Tip,3,163015E-06,2,384174E-07,-3,894151E-07,1
LeftFinger2Metacarpal,-2,337499E-07,2,765849E-08,-0,08715613,0,9961947
LeftFinger2Proximal,3,235692E-07,9,989357E-07,0,08715617,0,9961947
LeftFinger2Medial,3,427267E-07,-1,490082E-08,-1,490135E-08,1
LeftFinger2Distal,1,639127E-07,4,470362E-08,1,490104E-08,1
LeftFinger2Tip,2,384182E-07,-1,66893E-06,-2,384182E-07,1
LeftFinger3Metacarpal,-2,682214E-07,5,066391E-07,-2,980163E-08,1
LeftFinger3Proximal,4,321338E-07,-1,93715E-07,1,490035E-08,1
LeftFinger3Medial,4,470346E-07,2,384187E-07,-2,980298E-08,1
LeftFinger3Distal,3,836931E-13,-4,768373E-07,-6,394885E-14,1
LeftFinger3Tip,2,384186E-07,2,117582E-22,-5,89327E-37,1
LeftFinger4Metacarpal,-6,943196E-07,-1,882026E-07,0,08715527,0,9961948
LeftFinger4Proximal,9,325561E-07,1,54397E-06,-0,08715523,0,9961948
LeftFinger4Medial,1,030287E-13,1,030287E-13,1,598721E-13,1
LeftFinger4Distal,1,490129E-08,-1,043081E-07,1,49012E-08,1
LeftFinger4Tip,3,139165E-07,-5,969973E-36,-2,646978E-22,1
LeftFinger5Metacarpal,-1,021485E-06,-7,900572E-07,0,1736479,0,9848078
LeftFinger5Proximal,1,225338E-06,-1,986806E-07,-0,173648,0,9848078
LeftFinger5Medial,1,78813E-07,2,652406E-06,4,470348E-07,1
LeftFinger5Distal,1,937151E-07,-1,043081E-07,-4,47035E-08,1
LeftFinger5Tip,-2,384186E-07,-7,549788E-08,-7,549792E-08,1
Neck,0,0,0,1
Head,0,0,0,1
HeadTip,0,-7,523164E-37,0,1
RightShoulder,-2,895884E-13,-6,125323E-07,-0,7071071,0,7071065
RightArm,2,4922E-07,-0,7071064,2,492197E-07,0,7071072
RightForeArm,-1,490137E-08,2,831221E-07,-4,61936E-07,1
RightHand,1,235907E-30,3,552714E-15,-2,980235E-08,1
RightFinger1Metacarpal,0,09904458,-0,3696429,0,239117,0,8923998
RightFinger1Proximal,-0,1830125,7,914389E-07,-0,1830129,0,9659258
RightFinger1Distal,3,617023E-08,3,502513E-08,2,430797E-07,1
RightFinger1Tip,2,663161E-06,-1,117588E-07,2,975093E-13,1
RightFinger2Metacarpal,-9,292936E-07,-2,133525E-07,0,08715618,0,9961947
RightFinger2Proximal,6,238581E-07,1,166009E-06,-0,08715609,0,9961947
RightFinger2Medial,7,450583E-08,-1,490101E-08,-4,470347E-08,1
RightFinger2Distal,5,960462E-08,1,083578E-13,1,065814E-14,1
RightFinger2Tip,1,198404E-07,2,384186E-07,-9,416588E-08,1
RightFinger3Metacarpal,-9,387733E-07,1,490033E-08,4,619359E-07,1
RightFinger3Proximal,5,364415E-07,7,152563E-07,-2,980225E-07,1
RightFinger3Medial,4,470344E-08,1,490128E-08,-1,490119E-08,1
RightFinger3Distal,4,470344E-08,1,490128E-08,-1,490119E-08,1
RightFinger3Tip,3,57628E-07,-1,563239E-14,-4,371131E-08,1
RightFinger4Metacarpal,-9,636075E-07,4,922918E-08,-0,08715542,0,9961947
RightFinger4Proximal,4,590906E-07,7,583567E-07,0,08715557,0,9961947
RightFinger4Medial,2,980233E-08,2,980243E-08,-5,960464E-08,1
RightFinger4Distal,5,960467E-08,-8,881784E-15,1,030287E-13,1
RightFinger4Tip,1,192093E-07,1,588187E-22,2,117582E-22,1
RightFinger5Metacarpal,-1,376364E-06,4,744404E-07,-0,1736479,0,9848078
RightFinger5Proximal,8,706164E-07,1,628948E-07,0,1736479,0,9848078
RightFinger5Medial,4,47036E-08,1,490101E-08,-1,490092E-08,1
RightFinger5Distal,1,490116E-07,2,980247E-08,-2,980222E-08,1
RightFinger5Tip,-2,87941E-23,-1,588187E-22,1,058791E-22,1
Newton_HeadFaceless,0,0,0,1
Newton_Headless,0,0,0,1
