SensorName,FrameIndex,Theta,Phi
Hips,1,0,0
LeftFinger1Metacarpal,1309,1,265018,0,3564241
LeftFinger1Proximal,1309,1,365646,0,4471069
LeftFinger1Distal,1309,1,392222,0,3885095
LeftFinger1Tip,1309,1,392222,0,3885094
LeftFinger2Metacarpal,1309,-2,505433,1,037822
LeftFinger2Proximal,1309,0,7230162,1,336456
LeftFinger2Medial,1309,0,7438412,1,336455
LeftFinger2Distal,1309,0,7603566,1,336455
LeftFinger2Tip,1309,0,7603547,1,336457
LeftFinger3Metacarpal,1309,0,629634,1,158486
LeftFinger3Proximal,1309,0,7083322,1,371552
LeftFinger3Medial,1309,0,7264232,1,371553
LeftFinger3Distal,1309,0,7424885,1,371552
LeftFinger3Tip,1309,0,7424886,1,371552
LeftFinger4Metacarpal,1309,0,6232765,1,232294
LeftFinger4Proximal,1309,0,7021322,1,406731
LeftFinger4Medial,1309,0,7002596,1,406731
LeftFinger4Distal,1309,0,6986848,1,406728
LeftFinger4Tip,1309,0,6986846,1,406729
LeftFinger5Metacarpal,1309,0,6169896,1,227499
LeftFinger5Proximal,1309,-2,436753,1,397472
LeftFinger5Medial,1309,0,692506,1,397469
LeftFinger5Distal,1309,-2,458492,1,39747
LeftFinger5Tip,1309,-2,458492,1,39747
Neck,1309,-0,6164076,-0,06752085
Head,1309,-0,9271735,-0,1524146
HeadTip,1309,-0,9271735,-0,1524146
RightShoulder,1309,0,1004367,0,01632516
RightArm,1309,-0,8318103,-1,474668
RightForeArm,1309,-0,8059477,-1,402876
RightHand,1309,-0,8260835,-1,252941
RightFinger1Metacarpal,1309,-1,456831,-0,08138046
RightFinger1Proximal,1309,1,633079,-0,1376868
RightFinger1Distal,1309,-1,51566,-0,133607
RightFinger1Tip,1309,-1,51566,-0,1336069
RightFinger2Metacarpal,1309,2,305379,-1,079654
RightFinger2Proximal,1309,2,187186,-1,215444
RightFinger2Medial,1309,-1,078479,-1,215442
RightFinger2Distal,1309,1,818158,-1,215441
RightFinger2Tip,1309,1,818158,-1,215441
RightFinger3Metacarpal,1309,-0,8260838,-1,252941
RightFinger3Proximal,1309,2,180695,-1,237824
RightFinger3Medial,1309,-1,221174,-1,237822
RightFinger3Distal,1309,0,03057757,-1,237821
RightFinger3Tip,1309,0,03057955,-1,237822
RightFinger4Metacarpal,1309,-0,8162194,-1,423399
RightFinger4Proximal,1309,2,240214,-1,28834
RightFinger4Medial,1309,-1,212962,-1,288338
RightFinger4Distal,1309,-0,1521829,-1,288336
RightFinger4Tip,1309,-0,1521824,-1,288335
RightFinger5Metacarpal,1309,-0,8064646,-1,513377
RightFinger5Proximal,1309,2,261939,-1,381242
RightFinger5Medial,1309,-0,9470754,-1,381241
RightFinger5Distal,1309,2,034621,-1,381241
RightFinger5Tip,1309,2,034621,-1,381241
Hips,1610,0,0
LeftThigh,1610,0,7745948,1,469231
LeftShin,1610,0,762295,1,309887
LeftFoot,1610,-1,588452,0,05432195
LeftToe,1610,-1,588497,0,054322
LeftToeTip,1610,-1,588497,0,054322
RightThigh,1610,-0,7399926,-1,465979
RightShin,1610,-0,6735461,-1,219045
RightFoot,1610,-1,400552,-0,2790957
RightToe,1610,-1,400304,-0,2790957
RightToeTip,1610,-1,400304,-0,2790957
Spine1,1610,-0,2155387,0,0135839
Spine2,1610,-0,2155423,0,0270787
Spine3,1610,-0,2155451,0,04051457
Spine4,1610,-0,2155451,0,04051457
LeftShoulder,1610,-0,2135657,0,009904865
LeftArm,1610,0,6880246,1,366309
LeftForeArm,1610,0,9923752,0,3724932
LeftHand,1610,1,148296,0,6187594
LeftFinger1Metacarpal,1610,1,885782,-0,3366094
LeftFinger1Proximal,1610,1,812485,-0,1737744
LeftFinger1Distal,1610,1,816853,-0,182981
LeftFinger1Tip,1610,1,816855,-0,1829818
LeftFinger2Metacarpal,1610,-1,889557,0,4514114
LeftFinger2Proximal,1610,1,252531,0,3820111
LeftFinger2Medial,1610,1,255678,0,382011
LeftFinger2Distal,1610,1,257592,0,3820105
LeftFinger2Tip,1610,1,257591,0,3820094
LeftFinger3Metacarpal,1610,1,148296,0,6187592
LeftFinger3Proximal,1610,0,997586,0,6435084
LeftFinger3Medial,1610,1,037376,0,6435088
LeftFinger3Distal,1610,1,058005,0,6435096
LeftFinger3Tip,1610,1,058005,0,6435097
LeftFinger4Metacarpal,1610,1,048383,0,7840918
LeftFinger4Proximal,1610,0,8183903,0,98696
LeftFinger4Medial,1610,0,8456343,0,9869616
