FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
RightFinger1Metacarpal,0.02784900150997142,0.2622199376068392,0.0010290816089743593,-0.5886008593732185,-0.14716488368945882,0.08402136315527065,0.7889241437321944
RightFinger1Proximal,0.022822473853276355,0.23774714437322,0.03169408766524212,0.6681258248827766,0.2378809497150996,0.05140728509201794,-0.6986565536324797
RightFinger1Distal,0.008248601843304837,0.21848294807692342,0.04951431799857549,-0.6971223906867428,-0.28043733910256363,-0.11769450607092188,0.6473925315527073
RightFinger1Tip,-0.013536579783475809,0.19743607834757826,0.06551060331623933,-0.6971206818636778,-0.2804377274928776,-0.11769368090955566,0.6473943595441597
RightFinger2Metacarpal,0.016034425804843287,0.2565439950142448,0.0010295888952991448,0.12232024623383687,-0.22443182038197745,0.23892986198005667,-0.9331823722934477
RightFinger2Proximal,0.025598578190883178,0.20230154472934456,0.0010296837193732196,0.22839077038143407,-0.28859666025117703,0.187233208816819,-0.9053621759259264
RightFinger2Medial,0.035939953440170924,0.1594738594729345,0.012710793524928777,-0.2756796592701262,0.2979667335522423,-0.17179566997179124,0.8948906573361816
RightFinger2Distal,0.0423160845726496,0.13406280940170934,0.022690082896011408,0.30476534757361745,-0.30338153423279884,0.16192886022009387,-0.8824812976495735
RightFinger2Tip,0.0485379333262108,0.10987296239316245,0.034120863743589726,0.30476523322106064,-0.3033816974471608,0.16192905266409963,-0.8824812497150988
RightFinger3Metacarpal,0.00544756548076923,0.25532548240740877,0.001029324164529913,-0.14141525376577893,0.21291707256325632,-0.3193541242782917,0.9116556829772079
RightFinger3Proximal,0.005447294706552715,0.20167588732193656,0.0010295499173789157,0.28084275775322853,-0.19496472798481143,0.38866512031141986,-0.8492923264957287
RightFinger3Medial,-0.005510861571851849,0.15755922207977202,0.011192818450854696,-0.3296456288282493,0.21694899587558705,-0.3766914230358774,0.834321200997151
RightFinger3Distal,-0.012875326597869637,0.1295290113960114,0.02128889940028487,0.3602073507726088,-0.23061494344065178,0.36838904494161223,-0.8185989844729349
RightFinger3Tip,-0.020033271019302027,0.10327074703703704,0.03307564742450139,0.3602070632615443,-0.23061479576230776,0.36838915746354306,-0.818599085185184
RightFinger4Metacarpal,-0.005475219060541311,0.255569924287749,0.001029324676638177,-0.15943366877912674,0.19978203740492886,-0.39759366537037005,0.8803536418091161
RightFinger4Proximal,-0.014397127022791997,0.20497232307692215,0.0010294156524216517,0.49864611204880455,-0.3682863794880832,0.14952109458534568,-0.7652761538461524
RightFinger4Medial,-0.008798700041310547,0.1778745006410259,0.034948989951567005,-0.8982285032296777,0.36033090962061853,0.16367264235670467,0.1685543233404557
RightFinger4Distal,-0.008697683579059833,0.20060284017094002,0.051272657710826286,0.8514555451382829,-0.2208023016117164,-0.326019300727763,0.3256470027777775
RightFinger4Tip,-0.011728934643874646,0.22438482955840447,0.03915944060541305,0.8514555783565301,-0.22080234092795561,-0.3260192732562533,0.3256468958831908
RightFinger5Metacarpal,-0.014875845441595446,0.25812116260683937,0.0010291888888888888,-0.1762392404200853,0.185126858959442,-0.472808514245014,0.8423509064102569
RightFinger5Proximal,-0.03135152296296295,0.21285514650997253,0.0010292806638176662,0.5137466950609219,-0.42751558700162395,0.06535566718291598,-0.7361038441595444
RightFinger5Medial,-0.020899053290598293,0.19543240826210795,0.030071204400284875,-0.8064416263353719,0.3993440449784329,0.15514077558004916,0.3856262112535618
RightFinger5Distal,-0.017589624280626787,0.20602915648148135,0.04869332112393159,0.8797191184850156,-0.3187901554701437,-0.2782372796511377,-0.08742121089245014
RightFinger5Tip,-0.01856108409544158,0.22555482350427364,0.05676218795156691,0.8797191184850156,-0.3187901554701437,-0.2782372796511377,-0.08742121089245014
