FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
RightFinger1Metacarpal,0.027848893460236772,0.26221979263959455,0.0010290531548223338,-0.602016957157359,-0.15162947013536396,0.03627807600676827,0.7817019787648061
RightFinger1Proximal,0.027605771844331703,0.23302343265651382,0.02769252089847709,0.7370126688962947,0.334082740524534,0.26058528229204087,-0.5201533809644656
RightFinger1Distal,0.004591464302876475,0.21516481835871398,0.03492643490693727,-0.7472702534045554,-0.4019322326565135,-0.3913944431586923,0.3504545720812185
RightFinger1Tip,-0.02765061032825727,0.2040672885786797,0.03236533694247043,-0.7472693471544901,-0.4019332972081227,-0.3913932872140589,0.3504565095600679
RightFinger2Metacarpal,0.01603430592216581,0.25654386658206524,0.0010295440219966186,0.21356745947572484,-0.17166972454847462,0.27413464578680197,-0.9180885766497464
RightFinger2Proximal,0.025598476878172526,0.20230143798646286,0.0010296670668358723,0.7335799120689803,-0.3093031125995376,0.1466420082731085,-0.5816616829103203
RightFinger2Medial,0.025870205025380767,0.19077229272419632,0.0452523452030458,-0.9173567695560562,0.34191323680824615,0.007419357708599662,0.1940242448392558
RightFinger2Distal,0.02365473032994918,0.2081965365482234,0.06713207612182757,0.9322385665764448,-0.3235032794101941,-0.10980533086378,0.09460300218527937
RightFinger2Tip,0.02083282499153981,0.23437835803722554,0.07475583518274095,0.9322386500358456,-0.32350319510644177,-0.10980507530423371,0.09460296283840973
RightFinger3Metacarpal,0.005447458225888296,0.2553253578680207,0.0010292841438240253,-0.22771662696019765,0.15240290846769255,-0.353109446097057,0.8940861247038898
RightFinger3Proximal,0.005447174182741101,0.2016757862098125,0.0010295290575296097,0.7283687261975732,-0.35874337596503814,0.10201231587752317,-0.5696473452622681
RightFinger3Medial,0.011297110291878144,0.19296333358713996,0.0467609096954316,-0.9250083898264512,0.34297183029553724,0.14677021959190137,-0.013015620207586292
RightFinger3Distal,0.008931452666666687,0.22120421099830825,0.05896439398307959,0.8225538946571455,-0.24266538281783054,-0.2832301167275597,0.42336727400676877
RightFinger3Tip,0.004143862488155662,0.24680796329949217,0.044542012549915334,0.8225540888487358,-0.24266545063475417,-0.28323004671843066,0.42336695661421325
RightFinger4Metacarpal,-0.005475340321488993,0.25556979137055913,0.0010292695245346871,-0.24013257244914812,0.13197657884646355,-0.42968927629441545,0.8599090231810496
RightFinger4Proximal,-0.014397271522842642,0.20497222318104896,0.001029390590524532,0.7821305095740463,-0.4309515020315298,0.057905774972779635,-0.43946545930625946
RightFinger4Medial,-0.006010099431472088,0.21018720008460212,0.04367529445177653,-0.8672733270173172,0.34990215745122566,0.2588061639245469,-0.22593205233840935
RightFinger4Distal,-0.00723968064720812,0.23815932453468705,0.041323177492385635,0.6382978750204307,-0.17506425276044826,-0.39813153759033765,0.6283999617597287
RightFinger4Tip,-0.012391072018612503,0.24968566649746132,0.01727845570219968,0.6382979645622396,-0.1750642994609555,-0.39813152050065836,0.6283998813028738
RightFinger5Metacarpal,-0.014876001658206413,0.25812103181049073,0.0010291412419627761,-0.2507214036952623,0.11054608107365166,-0.5030002126903549,0.8191867891708988
RightFinger5Proximal,-0.0313516501861252,0.21285504898477262,0.0010292510490693724,0.7032015603769332,-0.44704994538940906,0.08036147988901358,-0.5408796634517773
RightFinger5Medial,-0.021287029416243705,0.20845991116751295,0.03471399833164138,-0.8869163306893918,0.40303312846846007,0.20869436490880658,0.00355659110355328
RightFinger5Distal,-0.02009966286802031,0.22894131590524527,0.043001048560067735,0.8035396909923577,-0.27698819727587315,-0.3587232383758021,0.3731218084771577
RightFinger5Tip,-0.024131140203045676,0.24866599221658245,0.03323957690693738,0.8035396909923577,-0.27698819727587315,-0.3587232383758021,0.3731218084771577
