FingerName,PositionX,PositionY,PositionZ,RotationX,RotationY,RotationZ,RotationW
RightFinger1Metacarpal,0.027849245350690728,0.2622199769925632,0.0010288907725823674,0.0735340755771519,-0.5483929005313521,0.13742808240164714,0.8157090927205016
RightFinger1Proximal,0.04398376405951077,0.23227064383634488,0.020875287716259194,-0.01249820915432515,0.533950970085017,0.1701011281557867,-0.820220505047815
RightFinger1Distal,0.03819331250265666,0.20571339139213465,0.033290412136025294,-0.005187087683308205,-0.5194421642933028,-0.25800352936427806,0.8079611624335837
RightFinger1Tip,0.025737976609989607,0.1765122138150884,0.04537479433368738,-0.005184953952659543,-0.5194429246546247,-0.25800213079012524,0.807961109086081
RightFinger2Metacarpal,0.016034679537725947,0.25654405706695077,0.0010293756902231693,-0.2897978891603062,0.11278918897051106,-0.05222386377587662,-0.9423138730074392
RightFinger2Proximal,0.025598837157279394,0.20230163751328542,0.001029500742826778,-0.05737909833156016,0.0932210302026294,0.15133750881977587,-0.9753633544633382
RightFinger2Medial,0.016448983331562122,0.163115286238046,0.022639877412327307,-0.03934355930290026,-0.07780538643940055,-0.15781712873559575,0.9782686739107256
RightFinger2Distal,0.010686939487247738,0.14222609654622756,0.04045807500850202,0.10347262127968063,0.06741519012490427,0.16122988488257708,-0.9709395849628016
RightFinger2Tip,0.005088556231880986,0.12432509091392148,0.06045292483315628,0.10347243540295838,0.06741498958638517,0.16122998835833766,-0.9709396198724727
RightFinger3Metacarpal,0.005447808867162642,0.2553255344314584,0.0010291132401700263,0.2985256148953508,-0.08710160132980148,-0.030103998695388722,0.9454049800212533
RightFinger3Proximal,0.005447558181721588,0.2016759596705657,0.0010293555435706668,-0.028606111595625167,0.08388419671494375,0.12709660985506482,-0.9808751776301842
RightFinger3Medial,-0.0014948127826577985,0.16243027699256074,0.025699291408076787,-0.055755607239671684,-0.07239579626821224,-0.13092652100551147,0.9818823134431525
RightFinger3Distal,-0.006103570111445204,0.13980026392135972,0.04617519068437809,0.11046017500724867,0.06508793093962942,0.13274097602445412,-0.9743383167906458
RightFinger3Tip,-0.0104774804405951,0.12036378003188108,0.06823073987460158,0.11045981647524218,0.06508797129975331,0.1327409903234927,-0.9743383424548354
RightFinger4Metacarpal,-0.00547497051222101,0.2555700022316655,0.0010290987731137007,0.30498106209623294,-0.06075230635636518,-0.11238545868225393,0.9391838280552642
RightFinger4Proximal,-0.014396866896918215,0.2049724081827793,0.0010292274155154146,0.2966122562803015,0.03165121121771071,0.020517678431522548,-0.9429232295961705
RightFinger4Medial,-0.009006976781083887,0.18993101052072445,0.04123789207332619,-0.8924049961766488,-0.004145236921908586,-0.04404941997289409,0.3895493105207263
RightFinger4Distal,-0.009906233329436645,0.21601903113708598,0.046545916129649624,0.9417889301669222,-0.02217367650039867,0.04335661386966561,0.17094333377645948
RightFinger4Tip,-0.01355876887141336,0.22918643289054152,0.02559502634431448,0.941788913556099,-0.022173666505286755,0.04335662263961774,0.17094318072901307
RightFinger5Metacarpal,-0.014875602396386817,0.25812121918172637,0.0010289781710945865,0.3091151214836345,-0.033939723060968714,-0.19381288384697093,0.9258151064293382
RightFinger5Proximal,-0.03135126877258241,0.212855238363445,0.0010290962518597182,0.33874656152047394,0.005465976943846999,-0.0946193730682718,-0.9237127669500522
RightFinger5Medial,-0.018862716264611838,0.20427565255047936,0.03247824375557926,-0.7571744431247925,-0.05469911033663093,0.07398714841520126,0.6048378574388975
RightFinger5Distal,-0.016466615632306215,0.21987890345377337,0.046139551816153056,0.9059685499580029,0.0775821816626986,-0.04653314820569488,-0.286678544527097
RightFinger5Tip,-0.01975290357066955,0.23973742911795862,0.04653134209032898,0.9059685499580029,0.0775821816626986,-0.04653314820569488,-0.286678544527097
